hash,is_malware,pe_header_offset,file_length
01b97ed9cac24fb7ac670a9a2215d653,1,216,791568
01be723050a8fd8eae868fe4d66b53d5,1,200,10704
01d9df45cf896b259e8799a3795c60d6,1,12,8196
01fcb9f2cb9096ac98967954ebcc82a5,1,200,217092
021ed9898d5f61013328d57457ee04af,1,280,55540
022aa60abfe0af8f5e1e2f8089e67537,1,16,9782
023d37b52a5c7d8f12580690a1113a08,1,216,430904
026357735ba7f48ba4e1b5719f899de6,1,16,9782
0266a196cf4d534089b1f4cfc8dbdec9,1,256,432696
026bd32a2dcb5a904bfa0920a377e16b,1,216,266918
028eac360aed5fd79df4225c0c15a734,1,176,16388
0293e08813c9f437310b9d12279d8d08,1,216,295898
02a56dff73d1b47b68b54dfdfb7d9fb4,1,216,173899
02abbd58a87d159951ec627724b10744,1,256,984357
02e6504192ef4e26fe1f2203dd0c8193,1,184,141319
02f362bde77264983531856d8d49dd89,1,128,94212
030a89b650dc3ede7061b99aa24fe603,1,248,380932
030b2fb1583929231654b41b44f9ea6f,1,240,507196
031ea60469fed9eb731657b6b4964d73,1,128,103428
0327ef74721c593ff5df639c0d175400,1,184,143364
032ac04d33ec049d12b671e481d5f5ca,1,128,105476
032fdd7b218a9edc6229253acf5e34c8,1,256,108232
0334942d6b91786d9321fe51dc085e97,1,240,907264
0336d6fb066b5adddb91f34060a261bd,1,256,123684
03427ddb774a43a3bafa14159382ae53,1,176,39846
03683f07c40a2529187bf24ec89e36a5,1,256,693862
037f66a72a1f7aae6665da8cec2bf434,1,128,262203
038dfea9e1a190d204cd881e36e98374,1,232,146948
03911ac801c54c00d4b541a8fbe55a3a,1,128,788996
03999f96292d34525b18d5619f4ae4c5,1,64,604958
03a035237968e3cd10fe9467868dc058,1,128,684253
03b38372f37f9491bb724a5bc1abf589,1,128,86020
03c308ac795d54d114a384dd0e30fb79,1,248,203264
03c414fa8831b74f0f65346f9dab599c,1,208,14268
03df624f19a5978bfc8aa40d7a77d389,1,128,51204
03e6b5f99e181d032207a512f8a4b6fa,1,128,52228
03edd22df8cbd9360aca8fb125c68088,1,240,79364
03eeeeda8ee68563e19013fff4cc347e,1,232,489340
03efc4569e2ff7ca0863768fdecedcf8,1,224,160164
03f2deff9a26eddc9b784e747dec4a72,1,272,872452
0403a0cf72659c1f0f96fc8be5c8a675,1,232,908292
041bf6fa0850ad129c8b7f1b5b0a76ef,1,128,100868
04250aee633a0ad8f96e965b85705937,1,192,335568
043ba23755f5aa99e346daa6b3be8c3b,1,184,49156
04444cb2ed29bb2f23a048fe20b1f698,1,224,511764
0470f1512818585efb0b911a65f3904f,1,256,695300
04722023f405b9d3706297a9cbd056e6,1,128,100868
04752f21a3f4003ea878f45df87418eb,1,216,299762
047ad225339b10fc87aea90f943972ec,1,216,381692
047f89455393aa94c65435fd588c6c3d,1,256,954800
04804acf3d4040573e2a20000512912c,1,224,110596
0485bcb52691bdbb40629ef64b436912,1,216,231165
049ca799d90e80da18a64be099b4d9fd,1,64,74348
049db5087c7e3ae660c26e3169d3c675,1,128,8708
04a2e75910cce94a9870d8b1645c4a4e,1,248,114692
04a3648c3a32811bd3b3837e6a47373d,1,128,100868
04a451e5d5d8bf5582b3485fc32a9257,1,216,66564
04b8a64e66d2e59d7d86424ffac60be5,1,240,650852
04c2f3647151bad76bc5a77ea3280393,1,256,576808
04cc555a54ffc886a78c41fdbdcbf71e,1,216,137232
04d2e63b3857e55a9512b00dea45ca0e,1,128,503100
04d51ef5bc26fb4ab8bd2aaa0e185f00,1,248,579444
04ffa3ca600a63654a5109e54cdf4255,1,240,903212
05159c5e284d64c6bf3441095e79308c,1,256,989704
051c7a41be2fef0ea3c9d7e295981f05,1,128,65540
0540948f75fdb7df27e040fc17277859,1,256,157188
0545d39d61dc11ab56ad5df5fe2f7063,1,224,402436
054c3b88ca376599074023b116be17c9,1,240,450564
055eeb5550768ba239e7f47f32202a07,1,128,424964
057bb95c65b9206036dd5796a110e2ac,1,232,86020
0583b8ad6f7d868a85c925c62ec3f9c5,1,128,600942
0590a6b93af0a27f0430d5b0c2a4a914,1,128,216068
05a4262a9844b217ed4ced0a4a6efbc1,1,128,342020
05ba932fa73087c36161a747791ba06f,1,248,620444
05bb3426a771a26df808c21b687126da,1,128,146545
05c1c0a5f15303dab6c3079909638272,1,128,746500
05daf77bd07efc304c3f6b6a3fb168c3,1,224,108988
05eb5ab5de7b40f50e86e1ea51a567b6,1,216,269060
05f44cfc6df5722c6aad08527d9f1b61,1,128,716804
0602a68ff9f8519bfccc24bc638ff84d,1,248,311691
060bca1b0e94d64e802a68c4430aadb0,1,256,914192
060ea0c28877fc83840b30804c92d958,1,128,716590
06160d14283a69e12a646a51f4553994,1,128,51716
06378936ca9c90f9b95a70acd3fb37d1,1,128,52228
063f4ece809b01d2190cebfc92b19cf7,1,128,100868
0640a41a6782918bfb5cebe01bceed2e,1,240,904482
064304face41509b11930a857e8209c4,1,128,86020
06779e954e7326346a712c279efa9630,1,224,684076
067a087a07864002172b3518884a8412,1,256,481280
0681592ed807179293674b4497f05cb7,1,128,854762
068bbecdb85616d83590544e730d0dad,1,208,67430
06a925e635b2b800620e370682ff9369,1,216,367900
06bb3cc4fad0a93f307b45f809d37437,1,216,501472
06c8a5f1c54bfefb04518a026271d98d,1,256,368132
06dd7d148c3e6d9a178633e49595600b,1,256,921872
06de6b332234186db5b0eb84e24cb3c9,1,64,94295
06ee71c1f0506b3360348069ca9098e2,1,128,100868
070c50d107cf34673a242f6539f240c5,1,240,275062
07140e804e874944e9924d10d87533a0,1,144,151556
071660683f9bcf784bb5dd2234286eb1,1,240,146762
07234ef8d7253822a13a1b2667a594a5,1,512,74756
073880c94e7a80c009e3cb2dbea8d155,1,216,431684
074b2a4dfc2361e1218cd6d68014ecc5,1,256,515808
074c4aaab3def7787abe2cd5aae67b59,1,224,61444
0750763a19373fee028864e16d3a701c,1,256,94212
07523609b26dd0ba6db082ed6827195d,1,224,43396
0753a9ab4379269f410c8fe7776bfc71,1,128,770054
075c77a4a2c180c44ef163f3ab347d8c,1,256,96660
076d4a5ddaa2f9e0110adadfb1230f30,1,128,257540
078b10aa810e867de88873d14653ec99,1,208,64061
078b46ec63848d2c2082e6856cbe62fa,1,200,492850
07908aa291c1dd98a97c78073da60d5e,1,216,566764
0794aab3d3127232581df394cb935af8,1,216,416940
07a890488fad9d6e2debbac4f22cc387,1,128,68020
07b57caee26bafb66525509db79d7b18,1,128,285700
07c6f7da61d2dd33beb9286331cc9e75,1,128,90209
07d3286482de8d8d5d50c1e2f45d3e63,1,248,720896
07e59911ad80c97986979b85123da11a,1,192,278532
080f43c2ff3e4deba2fdd3a66d315839,1,256,536580
08107f51d1cf822037bfc6b26dfdde24,1,216,270912
081b456f8f7cef3fb3d6dc9d43438e93,1,216,367900
082ee6d210e39bb2644af39361b013d3,1,128,59396
0833240eac7f690b30404d0d015eca06,1,232,305868
08394451e657ca6a36d6bbebbf72009b,1,128,105476
083ec42ae396e916123f9dfe9ae34b6b,1,128,73588
084f088afe565854ecfd647ceda87e09,1,200,199180
084f6d64df4d5cb5d52e58b1828619a7,1,264,30724
084fdbb28f8dbfb26d58ffdf520f129d,1,280,719364
08674cd47ee0874b186737707159bab1,1,232,346116
086bfd8107048431cbfdf5c125238db1,1,128,296053
087ab576f0b9f6fb8856ea10bb7e9aab,1,184,441856
0889ffe9495572bc7331ccf0cfb4c90a,1,216,367900
08a651c05373831eba27e9456ba57c6e,1,248,91700
08caf9e6161f7d40d7ce55661b2cfd1d,1,128,205828
08cd42c8d56e4356e5485e8ce90ec8c9,1,248,208324
08f1e3dd50e45dc998cfe930f73eee50,1,224,57348
08f58b9dee49a2951c6126b302c1016d,1,240,112233
090a86962c125d2a4debc6da99ea548d,1,264,706776
090bfa53dde2943e80ab85a96185468c,1,256,576947
091c048760345534c067b763ea2680f0,1,240,443908
09309e83d4f20742802349f31e2f3dd1,1,128,485380
0944a05e1af68b88ea640d55402db768,1,256,394888
0967a50c848cf56899f39a4badfdf94b,1,216,302380
09995b112861f5b118c5d82944703444,1,216,590844
099efbcc053d3c2a18e1a0d7b3a11e81,1,192,17156
09a255576b8e56b19209ea92df938697,1,176,29572
09a66a6f65ca33bf8e448ffa4d340ac8,1,256,176132
09bdbd979904959c649778b41a9ceff3,1,248,324752
09bec99cfa3a16e2ae6226c4d0d80144,1,128,336301
09c2e85cc5b209ab4aae5ed3b9a0bafa,1,216,327280
09c35e493731885821dc033fbcd1e7af,1,64,484732
09cee980ffe1b6919de02ec4d9907c08,1,184,478748
09e17f5d8921b6b09f1b152017d677de,1,240,498688
09ec19557a7c05dec2819cc1ea904c17,1,240,565956
09eefeb374088272ca267b9b4a894c16,1,216,393868
0a0ff210091906f0daa4734e2c634519,1,128,159748
0a1539e38e0a39b4422e0d6b7360a2dc,1,128,161284
0a1cd9fbacac5cb8eea8690da420cabf,1,168,55812
0a402a6588705f9aa16951b2c90a1921,1,216,330702
0a4c13a9e751a6531271c8a0cb0963dc,1,216,333320
0a4ddc4fbd750e11e155d0c457a74546,1,256,529920
0a51415665d8fe91771d30ee9a010443,1,128,294843
0a5e1bd0a57ab7f7e0e158f77e91c9da,1,288,716292
0a73187b41af16d0aa2ff99d9fa5b3cd,1,128,503204
0a8a59321dbee5b00a6f03934f5ca815,1,264,128236
0a8c664e29f98747f6e90e00bc2145f0,1,128,100868
0ab43cae962fa194f9fad61342db4352,1,128,846852
0abe56ca005c1aec4e531750117b2e22,1,128,908288
0ac64d0b89cd64270f6b81716fa48700,1,128,81412
0ac8c7e1c44fbf65f44ffed7f637be6f,1,240,575256
0acae3b680bef54fd3749439e4049ed0,1,128,100868
0adbd41b394788358d2e1258c021c5f1,1,264,128300
0ade05848cda17663f62742146844220,1,248,380932
0adfc0ef08d948787ada9c8c41d73946,1,256,638176
0ae642c108ced48a1114783dfaf91cfa,1,208,84484
0b0db18a6965a42ba6609f035244c47f,1,240,517092
0b1ada2358bda359a473eba03d0604da,1,216,367900
0b21e0f6a0321cf2d3e50e89272b8a94,1,128,73732
0b2fe8b9fc99e01d226a5751e7c38fd5,1,128,428212
0b4a0dd3511ccef7d799ac3a6e2f0a46,1,240,615276
0b5486d38dc266eff33b4d84b03a0382,1,128,703492
0b717e3f13a921fc7b554a09b63c2e7e,1,232,53252
0b72b4c6f4444d33f4eea058f5a1140e,1,216,74924
0b737ec71486ea7743c5d21657947069,1,128,854762
0b74210cf7b531245e29bedb96fae8c0,1,128,44548
0b7a9b66395e8f5bc856e4a86c2ed4ed,1,128,26125
0b7feb60aec9811cd608daa748c18bce,1,200,125119
0b90db19bedbbd7e52b0c3d070aaa7a7,1,216,367900
0b92ae96d26f547115a686231b76f686,1,128,425666
0bac7c2cd0fea8b92e7051b9169604cd,1,240,531966
0bcb04e55e648b081fa4078545ec99e7,1,208,994500
0bcb432fb92569c0e42424045fb56aaf,1,216,652288
0bcf8a7c929b376f0c088d279f3d953b,1,224,104412
0beba4a7610efd7caa114ab797447183,1,128,50180
0c0df6d44998656b17347f5f1e22f31b,1,248,335724
0c147ef4833986e16c3e53f4a8f6fcd6,1,128,854762
0c24df2c353e1188a72bd614372aad50,1,232,67076
0c2b54d7be9e78a33b3cc7eb49f2a5af,1,256,45322
0c2bab4872e12f549cfa3e34e92ee28d,1,128,554471
0c44c73d94381e7edb1558eede24cef8,1,224,496644
0c48bd66987b53a737cc0d5ae6a74513,1,240,90116
0c57c84e85445c75bac99534a252ee3a,1,232,65540
0c5a86b0e4d368e631aece5c7dc6ab6b,1,224,61444
0c5ffdb763723059dfd3c8f048ca265f,1,128,753688
0c60c26da3aacac5ba22f2c2c1e7196a,1,128,954504
0c7460513ae6ae7f889819cfb5f11fd3,1,216,259540
0c8d9f961b24382306306cf95190abdf,1,240,696212
0c9ab3740e701c11aba7ace3e7076fa1,1,128,52228
0ca09cfbe694cf6558500f56154b89ef,1,128,52228
0cac1aadb01b6c028248bf90f2cccc06,1,128,86020
0cccdd6190dc8afa06e4414e5f2c05f6,1,128,52228
0cdc3739108c2fb06929bf2ed3761244,1,248,380932
0d46737772cfa35650c01fb53442d329,1,128,485380
0d4b51db9ece214a0d82f510d0ed6d48,1,184,491008
0d62bc16c3150caeab186059f06e3ded,1,264,128292
0d785e676df574aae3356fc649adbedc,1,256,108276
0d7c346f537e4d7e7c96004170040ca7,1,128,8708
0d82ad46f8064c29c56f3c37ed2075a9,1,512,74756
0d82b9343d22b9a2fa4c40ee6dce6182,1,224,168452
0d91f892b439ea26de07122b9d668f47,1,256,24580
0d9d1c7dc88333b5b45bd2fb33064a2d,1,64,598432
0db3831b0477d24a1a977221dc1551b9,1,256,288276
0dc108d6835109f9559a1c12c2e5ef93,1,208,114383
0dd71471b537b27fc8bfd5de20c390cc,1,128,352253
0dda7899a3c3039d65a1ad0810475558,1,192,237572
0ddb4f9465839530197960b66d0a1342,1,216,118784
0ded2530323c13b79fc9932c20ebcd03,1,248,327700
0dff8f5447282d0258227f6f4363839f,1,240,488692
0e1cf5f838eb3d4912cde53c27b1c368,1,264,733968
0e2084949dd684de8c22382f08ab1beb,1,216,900808
0e2ee7d1df0f77b0806609683d14e66c,1,224,43040
0e4f0d488a4e4779a4f5230cfebd0179,1,248,586720
0e5e3cb68e77be8bf8add877b4167c7c,1,272,754692
0e6d7084fefb3008561fc485b16634a0,1,256,537092
0e82fa18ce5ad9908d9e7f0567658f8d,1,64,196165
0e8b52b4e1fec00e3627259fa055009a,1,248,130564
0e99eeeb81b4c659e8b7070628bbc812,1,264,264196
0ea2fd5275ddcafcbea1f9646879d23e,1,128,741825
0eab5711eed55a4887733509c63d538a,1,296,822788
0eb919820e34c0606a1a06d1833aa8eb,1,184,53264
0eba24cad884a1b452f23edf449a2d77,1,128,52228
0ebe89b64f56b76176d07c282b38d719,1,128,362765
0eca1704841b1a06843aa6f11d780469,1,128,685777
0edf71b70860fb4e9cbdd747cbfcc486,1,216,252162
0eebc762aa2547600eb2b6cdab396a2b,1,256,83968
0f193760d34856159fd598388901fdbe,1,208,67424
0f230016e35c3a429b859b21445bebd1,1,224,169916
0f25e526138a950f4d6b142f90b2605d,1,128,8708
0f359d73adb67c79ea36bf5c45d2ce7c,1,128,100868
0f3a40aa785369dfa3bf4116361ed21f,1,256,76346
0f691a90cd2c638e1c7fc5b46dff8a65,1,256,983444
0f6c84bfb412334253b5b33418a17b36,1,216,827444
0f6d8c76a6522d8e251a3217b5a2f0f0,1,216,284292
0f70753f34bf1f2355e857adba852c33,1,216,61956
0f80ef9fd661230768b3c8faeaf7b30b,1,128,920580
0f840b457f132e93f4675bda76123b99,1,216,147460
0f8caf677ed05292caecabf0f5f05439,1,224,575408
0f908f043b7f67c1f0b249ededb8cee9,1,200,167428
0f9b652c4ba24912ede99890ac09c3cc,1,224,360972
0fa1f148cf16fb87e76519fcf87206a5,1,264,778244
0fb2562c9cd665b5f3215337c5e88936,1,216,501360
0fc62f96989a41f124fc7e69cd10331e,1,248,139268
0fcdf89c04eade7bf678d87b70d37da0,1,216,23996
0fdbb1189963017869605bae524b5bfc,1,128,552972
1022605df5cddcf0c39ec02a15f1f2ec,1,128,335876
102541946b2255dd3900ee4695e018fe,1,128,69675
10389fc237a54936bff305911008be5c,1,128,86020
104671697826f7f3c585af68be336a1b,1,240,175626
106942671835183bea1c69d1d49cc9b1,1,216,758796
107d1d39689ac2afde10ec4dbcb1951c,1,128,178180
10aca4c789a102fd131763940cdd910d,1,128,294404
10bae22056d296a0255643b1f90140ce,1,240,538812
10bca26f067c6a7d399cace591ff52c4,1,184,147460
10c272cb7d075ca6add5aebb1ece344f,1,128,690366
10cbbd137160bdce5f8ba9e155f626eb,1,128,24580
10e460ae88e699fbebebda719a4d257d,1,248,34358
110487138fc394740f50a3933732b875,1,240,518852
11051ba31508daebcc42628296a18dbb,1,256,529924
11246836cfedfca884b6099b718dc9c3,1,128,100868
11363d2d52129c9d6f5b8f74f9b15640,1,256,616613
115363d306bae5175851e07ef87a9c1c,1,240,264244
11681ae6c3edd4fb70a2b533a6ed0469,1,216,3789
11704f1f501b6dba273b1ddde4257811,1,200,167940
11726b0d31f1c98b6d2bdb54492793c4,1,200,720900
117bf929f833bf209094066a9a2f771b,1,128,66564
11a7a6c3af9379562e3b1680a0cf4272,1,128,52228
11daa06de698c6b3482e6da6f5c6bc3a,1,128,655378
11e10b4c26bf2a93c936cc2ac8bbc3e8,1,256,527784
11fc789c169a48d99dad65f7a303c615,1,216,404552
1200af635076405441c826dc2a50c081,1,128,502732
1202c364e2788f16b0f59b392781d557,1,240,595296
121c213ae3b34ce4a42f58a3323f91c3,1,128,52228
12229202168130194aa3682b299f6ebd,1,184,159748
1238c7f5e801c43028028ae0afb61394,1,224,422400
1249c6d532be63899a134528b623950e,1,128,684253
1256eb74974d65ed3cf46f09ead5725a,1,208,410079
125b622dd0aa44bfa21295a8e74175b0,1,232,70334
125c7e4728f69a78fe795f22c4a3dbbc,1,128,29606
1286a76e29461fdad1426bbcde6152df,1,224,586684
1286b2eaba9cbc5b3d81cd3fc87bd3bb,1,128,120516
12ab1b5218e8962273ac923450367242,1,256,266236
12b213b290175368726a9372da8cc47d,1,128,8708
12bd7d67a3142a515e725d2314c0411b,1,128,86020
12c0ab521cc1e230e269a37e8887fca2,1,128,194564
12e770fe0fdda39b5a5fb7cc78d9c7ba,1,64,601228
12f7987c21617b2bf0f90ac993d458c2,1,216,38916
1311152cb84be858e28372f12dd5a4cf,1,224,858112
134c6deeb01200f177fc46ec71c8ce2d,1,128,423940
13579dd1ea71cf2944892e2bb322ee86,1,216,278580
139b047f8fc6530bf71f93f7eec82941,1,128,105476
13ab0c676a13376289ccc51fe3f0a591,1,232,908292
13b046af7d5213972f354bd4a18befb5,1,128,103428
13b861e2d0c6e6a55553473155e74d80,1,248,570236
13bc3c4ff843db0f23945ebe66fa7644,1,224,508508
13c2820973ff3489ab50d722bcaf6e14,1,232,36284
13d576b12f78f3ebd3526b60e67ff873,1,280,55524
13d5ec9e8c8fb28aeabae32c6f22f825,1,248,293908
141516f40205b89998d8efe151476732,1,224,306688
143010cd936626cfdd303d248681436a,1,128,8708
1434d5495b4cc6c9bf1875361aea1dcc,1,128,124316
144bba6ffa96298e722ea987e72ee34b,1,128,86020
144c5019a3a59f505d5776c29d89145b,1,128,253760
1455cc408eab12b6340bc09101c9623d,1,128,666116
145e02a3fac1f543780ea96948e79166,1,216,161796
1463485f6fe3151f3c49ae42da842148,1,128,809476
146b14083cdc2df792f3f8f0672be453,1,128,741867
147a0aec61740842136b6204525ba170,1,128,103428
147cdfbd2c8b9ed24d55a2aff0fa3698,1,184,122884
149bb23c193d6ba98fe840f084c6c65c,1,128,86020
14ad76ab4b89e3a95712301df76d8b30,1,128,55148
14b18fcc3821bc77f2da2411e15f8180,1,224,61444
14b761e73b93f8274188f8c947d0be93,1,256,72708
14b8481bd7025f707d916f384fc0dc1c,1,256,150724
14eaccbd5eea2c415154ebd25e5556b0,1,256,536068
15079975fb273b80f77820ba938f9a9d,1,256,395268
1509aef8acc1c1ee1b40efa7cdc9291a,1,288,624696
15249b3bda8c10ca15acffc1945689ef,1,216,264538
1528556a9d1eaff3a359c002c11236d7,1,128,868372
1534a74632e6177f00a6e52049e5f3e1,1,216,261444
1545674459a214828f4476699499f8f3,1,256,542212
156bc695e847e1782904e630f7d81438,1,256,205310
157e3a2bc637eb4ff2baa2563dc1429c,1,128,100868
158bf8733774ea9b912d1d9bae899e4f,1,216,10240
158e6e968d29c780801030c0f2c6e7c1,1,128,741835
15a81b3deb48dd4884eda52923c52025,1,128,65028
15a905715a7fef76b35b4e3542beea06,1,240,465456
15bbc2d6d899b42b14c7187dfe44dc3f,1,128,24068
15cc87dc5c35398cf1ec65901b4351be,1,240,521220
15d80a0f6be144ded2febfb67e76d4aa,1,240,146002
15d985e648777971ad09ffd62f306eb3,1,200,112662
15e175264f34f41f841d30dec9b35720,1,128,72708
15f95734bf54684fcd57ed749bd0261e,1,264,762640
16004d35fbe883716d07d43ddbb14e84,1,240,574332
1617eb9354da4449ecd4d60905ae9809,1,128,93700
162400ee06755363f8adb6fb9760bd86,1,256,574924
162d4010b449457fc6f92bd2683aa36e,1,248,547552
162e6e61f624f57e00ed9e5c9068f06b,1,128,86020
163d23f89452ef8acd04f18ec676ba46,1,224,160164
1653a13181e4fd66b92d71f1bcff0c61,1,184,122884
165595514a67d47f44d0653c08fbe81d,1,264,636132
1663662583212ff8894d44204e34e613,1,128,82948
167856f320aaf7667fe3615ab91b67ac,1,216,266204
1687d97ba6e994288af3378e6a6568f5,1,128,489188
16ba73acec36f7ad807e3f80d0aa800c,1,224,61444
16c4926c9910b167c39b009ef099145f,1,128,240640
16d2ff0c00f333452eafdc88a109b84d,1,128,94212
16d574812674bee79d2f10cc231c7362,1,128,200708
16df6c5ab2466ec06f568b3a5d69ee9f,1,240,90116
16f021eaae17aca7e3befacf4ffc5ddd,1,224,502936
1705eb48e1a54cf650c14aa9ee913ed0,1,224,61444
175059476ca803cfb9f23d914d3051de,1,248,590052
175e9d32a29f9652ebfdd10df40b5e77,1,128,52228
1761dfe8065c5c14148192412f2993a8,1,248,900320
1766e0a1c3fce08102874519c6069b61,1,192,3588
1779d022cc11dcdd3164018a1a4356ca,1,128,92676
17a3bf81076d2ee177b4570560f00b4b,1,128,52228
17b34338d1a220d190735026f58106c5,1,200,167940
17b5ca82ec701d0745c6b341a1421a3a,1,200,2654
17b74a1a9bcd1e9a61f5101aede2456e,1,224,11196
17e2583766725710927a7e5b6b20f938,1,216,367900
17e5498ed21ed4f01211ad10cb3fd7ee,1,256,916240
17eec7b692450754ae99daf1457baf94,1,264,776416
1849c2af70a524bb068c4bb1205a38a3,1,128,103428
185d3812a4163ea69eac35120b75b740,1,216,367900
18606a96b13cd718a80bba0fd153fa50,1,216,329750
1864e9945552c4f6df71f2d4f87c6a8e,1,216,136196
18670dda18484c05eb29b4a69a102535,1,264,269286
186addccfbc10796975db1e29010906a,1,200,966681
187754a4e0ed77fdf88edc17aaddf18a,1,240,518916
187784258d726996deceb261591f7e46,1,128,48266
1878526817b10a3d658205590a10d7be,1,128,68100
188569f515f48737d0347ae2f52c4774,1,176,229380
1887623e07c561a39fd31268c5d16d0d,1,216,554775
188b79830e662e7f0b45ddecfd186cfe,1,224,92164
188e7f82b2cf6205003b683645e10a26,1,128,697860
18b674272b89e0b1af58390e1eb0d1ee,1,248,351931
18ba062f3dae4c9d5770b8eb3687aa99,1,232,44292
18ba9b98f72d84e30fa7f6c5ccac7d8e,1,240,570196
18c201342d719ec2d223764a74da0847,1,232,898052
18c254b23897f6fb74cbb7cff8d4fe74,1,128,6149
18d0e22894544e6c624d126dff67b7fd,1,248,306017
18d3f226c40a7fa07fde638afb5c37df,1,224,320960
19041555543b02b7890512b6bd315ea0,1,128,67822
1904f3eb4bdc03937a55c1b46f6da167,1,232,509676
191da2246d1ddfb3a6fccfd3a396b6e3,1,288,81924
193f0aae13761a390b03c3a734a92b01,1,256,303524
1943ade69aa1038e6ee378bf7ab3d1c0,1,256,544772
1950990fbb14863e5eb0e7ba24ee1e14,1,128,102300
196469eb9bc1bcc005fe567e6127d6a3,1,128,854762
19732a068e09b4d6da891b83afa6ec12,1,128,503268
198c82541edf3a8e4c27a62033cf8992,1,240,531460
199601995a92e0006937fe23372c2110,1,128,100868
199e701f3e04e9a55cc07cda93b633dc,1,248,738024
19b574fae5abcd6c145ace1381ec91a3,1,512,382036
19b6ec75bb0d490d52ce70bcf2f21239,1,184,438784
19c71bfb7fb8ab39f544f7b25ed0f7cd,1,128,503012
19dc7cf9424afdb7dfbd5fee955c047f,1,216,267841
19e79d4c0be7f2013c0cc221647eee7d,1,248,802204
19f20889a9ace23af1d99d198ef87cdd,1,128,6383
19f3fd33992c94097527b648880248aa,1,256,571655
1a00ffae9a9d036ce99bab8de9330938,1,128,54788
1a0ebb4b75a8abb83f7cdf3601968692,1,240,664580
1a1ae69bb56219dfe14055ac439b80bf,1,240,392704
1a40915537819a2885078b0a5100c558,1,216,189444
1a4490f9ce10215c5d884eac875a0df0,1,216,657452
1a511164e25a3492b76ca055be5569b7,1,128,105476
1a5defa755b45260b6726dc7e8abb90d,1,128,100868
1a5df38ba639097e0abe1bc16c59ff16,1,128,711172
1a7daed9727269de1a9959173b51898a,1,248,295956
1a9eb92174975fa3cc5aaec8a24b741f,1,216,367900
1ac496347f448a191c6a4b077dc2ad2d,1,128,53764
1ad2c1787d7ed8337bfa1552c0c9453c,1,128,39698
1afaaefed5ba80b5b64e6282949a926b,1,128,363012
1b18a2db9852b276ee97bb0ff4bccf9a,1,128,3588
1b1fa57badfb34806cd5c9f0fb62fdc7,1,128,8708
1b2778c76c25dd3350276b18608988dd,1,512,81412
1b3348d9cf48f45396ad11f90c1b0ee7,1,224,237572
1b33ffe5f32e1cfd55c928eb6d45be49,1,216,62396
1b386ba02f0293327d9139b2a47b59d9,1,184,506880
1b39bad30098ca19928e1af44a532eb2,1,256,182905
1b441650fee366b7bc32706b8ddfab2a,1,248,483068
1b5c6dac4883ece679a94dc579028fc3,1,184,458244
1b5ec9438ba7eea3a3a55090fce583aa,1,256,318520
1b68a225b8fc5ee4623945c0abd92c1c,1,256,732612
1b68d70a7ed4208505c4e642575aa0b6,1,128,8708
1b8fbf492e62418d59cf6253a804fb23,1,224,126908
1b99a5ff52d07739aa1d070995b84925,1,256,306692
1bcbb0352c0d4c107a0c20a7c450cbf1,1,200,121350
1bd197a77249df64970423667d404adf,1,184,155652
1bd1c6a35a18594f0cd2fe665a63980c,1,240,122768
1be8236d08238d95e0e788365efad095,1,264,755424
1bec63ad71edc093b7b1c9a1e3951078,1,128,73220
